cust_id,propensity
294207.0,0.843
130036.0,0.658
16976.0,0.0
225575.0,0.658
262934.0,0.776
284771.0,0.814
261735.0,0.001
262716.0,0.819
186508.0,0.801
452211.0,0.815
259326.0,0.001
77804.0,0.002
148958.0,0.001
199757.0,0.43
25600.0,0.001
18180.0,0.006
154871.0,0.001
484427.0,0.814
338138.0,0.773
5452.0,0.002
410505.0,0.843
313247.0,0.814
293663.0,0.001
367129.0,0.001
351409.0,0.001
411152.0,0.0
239983.0,0.641
171953.0,0.673
82476.0,0.807
180519.0,0.003
85849.0,0.43
147522.0,0.819
5945.0,0.519
99863.0,0.001
19819.0,0.843
43434.0,0.0
158672.0,0.776
180653.0,0.001
174102.0,0.673
12828.0,0.762
58950.0,0.764
191141.0,0.169
475066.0,0.001
224237.0,0.003
314561.0,0.629
267060.0,0.814
219539.0,0.001
177115.0,0.005
137815.0,0.0
436192.0,0.004
34341.0,0.04
225764.0,0.001
216150.0,0.001
408485.0,0.002
372387.0,0.0
168088.0,0.001
174219.0,0.801
12813.0,0.038
454741.0,0.002
29076.0,0.15
68898.0,0.104
68850.0,0.658
380537.0,0.77
506129.0,0.611
318681.0,0.104
327674.0,0.001
264276.0,0.519
411187.0,0.001
76196.0,0.0
212630.0,0.658
336095.0,0.003
504454.0,0.819
98876.0,0.002
274569.0,0.001
169081.0,0.001
17729.0,0.004
4748.0,0.776
287619.0,0.814
28247.0,0.0
71038.0,0.428
137098.0,0.781
282265.0,0.658
320097.0,0.001
308124.0,0.15
301327.0,0.658
219395.0,0.776
222500.0,0.001
290014.0,0.837
179833.0,0.001
11432.0,0.519
45247.0,0.764
230379.0,0.814
27133.0,0.001
286684.0,0.001
470969.0,0.001
63197.0,0.814
105184.0,0.819
69002.0,0.815
403618.0,0.001
191297.0,0.001
77932.0,0.001
379323.0,0.001
143354.0,0.781
368431.0,0.526
492197.0,0.001
456055.0,0.001
119619.0,0.089
448375.0,0.001
329918.0,0.003
59263.0,0.762
171062.0,0.43
15878.0,0.641
360814.0,0.819
47678.0,0.15
470108.0,0.847
105517.0,0.001
347357.0,0.001
193039.0,0.167
115468.0,0.169
307177.0,0.629
407421.0,0.002
350822.0,0.002
158102.0,0.819
15303.0,0.819
358557.0,0.001
9418.0,0.819
456470.0,0.004
297277.0,0.693
286178.0,0.843
144583.0,0.814
53850.0,0.001
82227.0,0.002
74448.0,0.005
266291.0,0.002
218554.0,0.005
17411.0,0.001
209570.0,0.653
70484.0,0.001
231961.0,0.004
194426.0,0.814
220829.0,0.629
68099.0,0.814
28303.0,0.526
24307.0,0.819
499786.0,0.001
224049.0,0.428
242553.0,0.17
131000.0,0.773
122677.0,0.001
493430.0,0.001
100828.0,0.098
318374.0,0.765
284598.0,0.526
174776.0,0.843
132004.0,0.001
212720.0,0.167
55534.0,0.814
35906.0,0.781
142631.0,0.814
365078.0,0.43
88671.0,0.814
94331.0,0.428
406985.0,0.001
149604.0,0.629
228896.0,0.819
435071.0,0.002
448784.0,0.826
410557.0,0.837
87372.0,0.764
74634.0,0.819
280301.0,0.001
25782.0,0.001
347635.0,0.003
9058.0,0.001
438586.0,0.001
75869.0,0.002
90940.0,0.15
4793.0,0.819
95272.0,0.658
233824.0,0.611
422437.0,0.837
150614.0,0.002
219987.0,0.004
323119.0,0.814
107498.0,0.004
451527.0,0.001
106569.0,0.003
8373.0,0.611
161375.0,0.519
43764.0,0.764
294597.0,0.001
346668.0,0.843
136990.0,0.814
186662.0,0.001
9411.0,0.839
436151.0,0.819
59887.0,0.658
425840.0,0.001
106145.0,0.001
165383.0,0.001
493170.0,0.006
219301.0,0.519
132236.0,0.001
187949.0,0.658
131466.0,0.641
477061.0,0.001
321149.0,0.001
284970.0,0.807
320031.0,0.004
86479.0,0.819
380849.0,0.001
118698.0,0.001
230540.0,0.002
56584.0,0.001
250905.0,0.002
350104.0,0.002
146842.0,0.001
442411.0,0.814
297928.0,0.002
358088.0,0.819
239886.0,0.001
69040.0,0.526
194187.0,0.658
29873.0,0.004
394879.0,0.815
236151.0,0.776
221522.0,0.611
263632.0,0.055
117582.0,0.641
126476.0,0.436
50287.0,0.001
375577.0,0.038
340837.0,0.002
213442.0,0.098
209177.0,0.001
189719.0,0.104
189537.0,0.001
57505.0,0.001
176706.0,0.519
353927.0,0.658
238712.0,0.001
122660.0,0.0
81414.0,0.807
178658.0,0.002
41174.0,0.847
90957.0,0.843
15253.0,0.776
281584.0,0.814
49150.0,0.43
291641.0,0.641
329229.0,0.001
355174.0,0.223
99417.0,0.001
168286.0,0.776
145212.0,0.003
173509.0,0.837
110595.0,0.001
211162.0,0.002
20551.0,0.658
149593.0,0.001
178082.0,0.001
434244.0,0.0
475878.0,0.837
354910.0,0.519
200196.0,0.826
81648.0,0.004
106644.0,0.001
87765.0,0.23
389544.0,0.001
49602.0,0.641
430266.0,0.001
64588.0,0.819
396301.0,0.819
317826.0,0.002
399305.0,0.814
463283.0,0.776
81959.0,0.641
374874.0,0.002
323314.0,0.837
206632.0,0.002
323864.0,0.001
159016.0,0.658
12570.0,0.001
280707.0,0.001
344763.0,0.001
400271.0,0.658
58809.0,0.001
434881.0,0.001
418831.0,0.819
382595.0,0.943
47441.0,0.641
312737.0,0.843
72612.0,0.629
37275.0,0.001
116597.0,0.43
221681.0,0.658
10923.0,0.776
486776.0,0.001
401918.0,0.002
373018.0,0.004
193411.0,0.004
319784.0,0.658
180843.0,0.001
379845.0,0.001
52336.0,0.807
101404.0,0.658
413463.0,0.001
109468.0,0.611
431634.0,0.819
378948.0,0.029
287865.0,0.001
129696.0,0.641
178168.0,0.629
102908.0,0.807
5405.0,0.001
128900.0,0.001
485938.0,0.001
491701.0,0.006
248005.0,0.807
503909.0,0.001
237181.0,0.776
444623.0,0.001
398100.0,0.006
325747.0,0.001
161458.0,0.001
441079.0,0.819
381116.0,0.002
332088.0,0.119
171161.0,0.003
72.0,0.43
196127.0,0.843
327901.0,0.0
28787.0,0.865
402942.0,0.002
117919.0,0.526
25968.0,0.001
385007.0,0.819
225147.0,0.819
423273.0,0.762
272396.0,0.519
415566.0,0.001
413056.0,0.764
28541.0,0.001
298947.0,0.002
328107.0,0.001
65738.0,0.002
281903.0,0.003
61640.0,0.658
424759.0,0.807
263939.0,0.001
48040.0,0.43
275354.0,0.001
126547.0,0.104
183840.0,0.519
6375.0,0.001
319097.0,0.641
395704.0,0.819
266502.0,0.819
122361.0,0.843
278445.0,0.001
365815.0,0.001
321525.0,0.776
63198.0,0.001
230282.0,0.005
76801.0,0.001
5809.0,0.658
387685.0,0.843
91527.0,0.004
373907.0,0.807
59575.0,0.098
139086.0,0.843
70847.0,0.0
42072.0,0.814
37431.0,0.814
507436.0,0.003
410068.0,0.781
156088.0,0.843
378628.0,0.001
137338.0,0.001
168064.0,0.002
162177.0,0.43
316837.0,0.43
132514.0,0.001
368293.0,0.005
237012.0,0.822
34349.0,0.001
104196.0,0.843
125822.0,0.819
156503.0,0.001
92963.0,0.089
372410.0,0.001
363018.0,0.781
394449.0,0.846
376870.0,0.658
190916.0,0.001
120824.0,0.055
439914.0,0.629
150050.0,0.629
355903.0,0.002
444910.0,0.001
372559.0,0.001
166769.0,0.001
368440.0,0.001
499859.0,0.814
228122.0,0.113
146568.0,0.001
97477.0,0.002
166352.0,0.15
145047.0,0.611
70159.0,0.001
118149.0,0.776
310745.0,0.815
361040.0,0.0
225839.0,0.629
173220.0,0.229
137459.0,0.003
23518.0,0.004
367099.0,0.43
217957.0,0.43
96991.0,0.658
14262.0,0.641
155585.0,0.003
50964.0,0.001
105617.0,0.837
446025.0,0.629
139740.0,0.43
471803.0,0.843
51164.0,0.002
269263.0,0.001
467754.0,0.001
188951.0,0.001
28948.0,0.846
459704.0,0.001
152902.0,0.807
177308.0,0.428
231534.0,0.002
136350.0,0.089
297807.0,0.43
234262.0,0.658
183281.0,0.002
463728.0,0.001
46219.0,0.004
319099.0,0.0
5290.0,0.837
369137.0,0.629
65221.0,0.843
411161.0,0.001
373656.0,0.819
114308.0,0.001
314246.0,0.001
273984.0,0.77
213107.0,0.004
226230.0,0.001
130370.0,0.658
417709.0,0.0
322923.0,0.0
413362.0,0.807
59718.0,0.837
496966.0,0.006
98290.0,0.819
380471.0,0.002
478133.0,0.001
226520.0,0.505
107931.0,0.0
416229.0,0.001
216443.0,0.764
411554.0,0.003
247371.0,0.055
292916.0,0.837
361489.0,0.658
293595.0,0.001
13090.0,0.693
453676.0,0.003
299443.0,0.764
257126.0,0.43
496825.0,0.001
270905.0,0.814
380557.0,0.43
293005.0,0.001
303369.0,0.819
494211.0,0.0
242831.0,0.001
482326.0,0.006
290458.0,0.519
116697.0,0.098
491967.0,0.826
377801.0,0.003
339010.0,0.519
84001.0,0.629
9408.0,0.004
8581.0,0.001
60167.0,0.003
300211.0,0.814
48664.0,0.526
63243.0,0.001
502569.0,0.819
253911.0,0.001
248503.0,0.002
199801.0,0.001
50745.0,0.801
371045.0,0.0
150983.0,0.001
186930.0,0.001
363555.0,0.629
319149.0,0.001
201957.0,0.814
220572.0,0.843
27018.0,0.43
17284.0,0.611
181450.0,0.847
347326.0,0.001
328752.0,0.001
51472.0,0.807
263828.0,0.814
436456.0,0.0
428966.0,0.846
254011.0,0.089
169378.0,0.843
415893.0,0.002
469363.0,0.001
290084.0,0.001
386412.0,0.002
8630.0,0.001
396814.0,0.001
404477.0,0.693
183274.0,0.001
323968.0,0.178
100877.0,0.001
97184.0,0.002
317949.0,0.002
147166.0,0.843
246007.0,0.526
248051.0,0.002
432301.0,0.001
248914.0,0.641
132424.0,0.15
324465.0,0.166
227340.0,0.089
500689.0,0.0
170703.0,0.004
60779.0,0.819
498071.0,0.001
206104.0,0.001
78137.0,0.001
408863.0,0.002
420358.0,0.001
290955.0,0.658
358744.0,0.001
259188.0,0.001
334888.0,0.001
107715.0,0.629
39622.0,0.001
241721.0,0.0
256551.0,0.001
297644.0,0.819
398821.0,0.001
893.0,0.04
39945.0,0.807
145231.0,0.807
108417.0,0.001
49889.0,0.001
265365.0,0.002
37044.0,0.814
156920.0,0.837
4363.0,0.629
154047.0,0.43
41307.0,0.814
131437.0,0.001
184645.0,0.773
68552.0,0.807
9007.0,0.673
159156.0,0.641
328832.0,0.819
101281.0,0.001
105442.0,0.43
31202.0,0.001
40391.0,0.001
212941.0,0.001
123897.0,0.428
31790.0,0.807
468422.0,0.815
361854.0,0.519
94728.0,0.104
84735.0,0.002
403222.0,0.001
143346.0,0.814
350611.0,0.001
164873.0,0.819
69476.0,0.001
86890.0,0.15
254283.0,0.807
219112.0,0.001
410061.0,0.006
146982.0,0.847
430096.0,0.001
347855.0,0.641
341055.0,0.43
310801.0,0.837
321908.0,0.43
393997.0,0.001
63367.0,0.765
255632.0,0.001
63415.0,0.104
263991.0,0.819
185390.0,0.843
183930.0,0.814
397597.0,0.819
453339.0,0.002
1639.0,0.629
155763.0,0.001
472494.0,0.001
308533.0,0.001
264523.0,0.001
287494.0,0.814
277489.0,0.0
350857.0,0.002
238133.0,0.001
142869.0,0.001
218854.0,0.001
330079.0,0.002
323.0,0.43
282948.0,0.764
256591.0,0.167
413722.0,0.004
212172.0,0.001
503926.0,0.0
334377.0,0.776
122585.0,0.104
175850.0,0.002
31251.0,0.003
329914.0,0.819
405343.0,0.0
273631.0,0.052
210862.0,0.814
246295.0,0.001
223559.0,0.001
98435.0,0.001
314631.0,0.001
365934.0,0.0
234607.0,0.004
269535.0,0.658
264044.0,0.002
311057.0,0.001
456929.0,0.0
193504.0,0.002
276839.0,0.0
228615.0,0.43
89124.0,0.43
345858.0,0.43
74959.0,0.629
319835.0,0.819
135490.0,0.819
19760.0,0.0
148679.0,0.17
8515.0,0.003
46751.0,0.819
185439.0,0.814
256124.0,0.001
122929.0,0.765
251023.0,0.843
268465.0,0.641
83715.0,0.001
196343.0,0.815
283206.0,0.001
4949.0,0.814
49796.0,0.001
338888.0,0.005
46978.0,0.611
425275.0,0.001
337119.0,0.519
315930.0,0.815
268628.0,0.002
395098.0,0.003
185508.0,0.519
94921.0,0.004
103026.0,0.519
105067.0,0.001
287561.0,0.006
439938.0,0.003
222665.0,0.843
185630.0,0.001
105371.0,0.001
318701.0,0.001
351941.0,0.526
140550.0,0.001
258986.0,0.001
178411.0,0.776
373462.0,0.641
78925.0,0.519
344384.0,0.658
176430.0,0.001
295480.0,0.001
469421.0,0.843
145839.0,0.001
357821.0,0.814
97787.0,0.003
19755.0,0.776
226341.0,0.002
491009.0,0.819
349624.0,0.282
419089.0,0.843
270242.0,0.002
400092.0,0.658
349700.0,0.001
343965.0,0.658
441167.0,0.001
364544.0,0.178
91929.0,0.001
317052.0,0.001
203183.0,0.167
470113.0,0.801
170279.0,0.166
233815.0,0.819
149461.0,0.104
126574.0,0.629
135981.0,0.001
154106.0,0.839
60354.0,0.519
9362.0,0.001
279865.0,0.01
175220.0,0.271
19853.0,0.837
303447.0,0.819
255987.0,0.43
265347.0,0.43
111850.0,0.001
508016.0,0.001
348250.0,0.629
438163.0,0.814
71691.0,0.814
47664.0,0.001
3281.0,0.003
4301.0,0.001
274898.0,0.001
77754.0,0.003
422339.0,0.001
456478.0,0.002
43679.0,0.166
35879.0,0.764
471306.0,0.846
243618.0,0.006
89652.0,0.0
47438.0,0.001
187780.0,0.629
334683.0,0.629
265430.0,0.611
447924.0,0.658
250038.0,0.77
485849.0,0.001
17337.0,0.001
152568.0,0.15
111759.0,0.001
327122.0,0.104
97872.0,0.001
380083.0,0.658
137780.0,0.002
57185.0,0.253
487389.0,0.776
241068.0,0.006
134154.0,0.055
257950.0,0.001
7594.0,0.641
367278.0,0.629
207447.0,0.017
492889.0,0.002
105958.0,0.002
434583.0,0.826
25836.0,0.001
289116.0,0.005
95753.0,0.658
179802.0,0.843
220581.0,0.001
382735.0,0.819
28803.0,0.428
404914.0,0.002
460318.0,0.003
158147.0,0.0
301998.0,0.629
265710.0,0.001
125947.0,0.819
438356.0,0.001
39913.0,0.658
237936.0,0.002
303048.0,0.629
379941.0,0.004
317633.0,0.002
451924.0,0.819
127870.0,0.819
131578.0,0.658
275422.0,0.776
227543.0,0.001
411364.0,0.001
329787.0,0.002
215838.0,0.0
402617.0,0.781
26218.0,0.519
372666.0,0.002
110446.0,0.641
450105.0,0.001
365773.0,0.781
213793.0,0.001
478604.0,0.002
501808.0,0.778
145974.0,0.001
372103.0,0.001
244596.0,0.814
457951.0,0.819
34581.0,0.001
234819.0,0.003
110770.0,0.005
213123.0,0.658
423030.0,0.001
280701.0,0.178
89244.0,0.001
177819.0,0.003
226074.0,0.001
193380.0,0.001
407296.0,0.003
119913.0,0.001
355411.0,0.814
368212.0,0.776
146539.0,0.252
117446.0,0.001
121200.0,0.43
222323.0,0.807
278090.0,0.843
379233.0,0.0
414066.0,0.001
56230.0,0.001
184256.0,0.519
357985.0,0.0
358050.0,0.43
446673.0,0.001
325249.0,0.004
32226.0,0.166
329796.0,0.001
329030.0,0.764
162370.0,0.001
101831.0,0.001
185460.0,0.113
261491.0,0.001
225275.0,0.004
2995.0,0.519
240462.0,0.822
41023.0,0.006
330131.0,0.001
422135.0,0.001
211326.0,0.43
72702.0,0.002
143406.0,0.002
333200.0,0.641
488367.0,0.001
104369.0,0.807
403331.0,0.001
60585.0,0.001
106227.0,0.0
288788.0,0.658
390544.0,0.819
463081.0,0.006
70108.0,0.029
28456.0,0.001
244230.0,0.0
292280.0,0.0
364659.0,0.658
495001.0,0.001
92897.0,0.815
247496.0,0.001
132964.0,0.629
448871.0,0.819
275575.0,0.001
415518.0,0.001
116432.0,0.002
489769.0,0.814
98841.0,0.819
332349.0,0.001
40050.0,0.15
54225.0,0.001
27374.0,0.004
263311.0,0.001
351831.0,0.001
278370.0,0.17
70798.0,0.843
169146.0,0.658
469658.0,0.814
69504.0,0.776
414940.0,0.658
20024.0,0.819
496677.0,0.002
385738.0,0.001
225668.0,0.0
339477.0,0.641
138663.0,0.837
121625.0,0.807
1735.0,0.004
356558.0,0.43
143148.0,0.519
154261.0,0.001
378446.0,0.837
159119.0,0.001
4100.0,0.167
6354.0,0.819
173983.0,0.001
101779.0,0.003
111054.0,0.814
150428.0,0.001
147673.0,0.43
438667.0,0.673
310593.0,0.658
319078.0,0.815
301701.0,0.001
161311.0,0.847
311258.0,0.001
429696.0,0.001
384564.0,0.005
248913.0,0.001
266678.0,0.001
493293.0,0.847
163648.0,0.001
206867.0,0.002
329804.0,0.001
375078.0,0.629
247478.0,0.43
441530.0,0.001
416319.0,0.001
346015.0,0.764
238398.0,0.001
52910.0,0.781
314430.0,0.526
252533.0,0.001
311029.0,0.001
129435.0,0.001
78545.0,0.006
64031.0,0.001
184837.0,0.843
112197.0,0.029
188966.0,0.001
177788.0,0.001
160127.0,0.843
249994.0,0.814
368337.0,0.17
183469.0,0.001
77391.0,0.004
297852.0,0.001
265305.0,0.098
388868.0,0.814
154979.0,0.428
443438.0,0.001
112878.0,0.001
485643.0,0.001
356360.0,0.847
190726.0,0.43
232305.0,0.001
116997.0,0.001
355744.0,0.519
10309.0,0.658
309154.0,0.0
267375.0,0.428
129725.0,0.764
267962.0,0.819
51340.0,0.001
184181.0,0.0
112440.0,0.428
91699.0,0.776
235495.0,0.001
242604.0,0.001
361909.0,0.77
354923.0,0.0
46880.0,0.0
495419.0,0.658
84139.0,0.001
417976.0,0.764
124194.0,0.038
86028.0,0.029
28535.0,0.764
244308.0,0.819
37209.0,0.006
136840.0,0.139
104678.0,0.001
357017.0,0.052
11902.0,0.428
118239.0,0.658
12622.0,0.428
39134.0,0.428
106331.0,0.001
465819.0,0.837
76034.0,0.001
198523.0,0.002
251174.0,0.629
20361.0,0.764
221325.0,0.001
340740.0,0.002
170334.0,0.001
72939.0,0.001
430862.0,0.846
326433.0,0.0
213475.0,0.001
60871.0,0.658
277495.0,0.814
145052.0,0.43
389602.0,0.002
229490.0,0.002
107896.0,0.658
447711.0,0.814
108597.0,0.001
150334.0,0.089
463516.0,0.815
63745.0,0.001
239586.0,0.43
5053.0,0.001
63295.0,0.001
277916.0,0.629
493138.0,0.002
220141.0,0.807
264071.0,0.001
301499.0,0.002
117179.0,0.819
193338.0,0.611
428060.0,0.002
346296.0,0.002
36827.0,0.781
154239.0,0.837
154190.0,0.001
425515.0,0.0
378951.0,0.819
476086.0,0.814
490743.0,0.819
139874.0,0.519
136704.0,0.536
292615.0,0.814
106024.0,0.814
191447.0,0.43
501441.0,0.001
197731.0,0.629
146830.0,0.526
361976.0,0.658
211155.0,0.001
48569.0,0.658
484580.0,0.001
499962.0,0.807
51320.0,0.43
309623.0,0.001
339832.0,0.776
150695.0,0.658
411250.0,0.843
355251.0,0.843
149143.0,0.776
294604.0,0.004
279105.0,0.021
125618.0,0.776
306030.0,0.814
417744.0,0.001
412753.0,0.843
442817.0,0.002
277883.0,0.43
216678.0,0.002
290300.0,0.003
177884.0,0.001
351544.0,0.002
135044.0,0.001
395483.0,0.837
382130.0,0.837
314100.0,0.15
137104.0,0.819
10190.0,0.001
450384.0,0.001
411109.0,0.776
179553.0,0.814
287710.0,0.526
71372.0,0.002
75676.0,0.004
155658.0,0.169
376299.0,0.001
117319.0,0.001
37587.0,0.708
10652.0,0.843
83183.0,0.001
388083.0,0.002
356955.0,0.001
149441.0,0.101
488615.0,0.005
265420.0,0.611
1543.0,0.519
319181.0,0.778
490710.0,0.004
123447.0,0.0
62497.0,0.847
267296.0,0.006
212770.0,0.837
103950.0,0.814
301417.0,0.629
413934.0,0.658
165509.0,0.837
276095.0,0.819
253807.0,0.641
58261.0,0.001
384967.0,0.0
137994.0,0.776
304941.0,0.003
213634.0,0.629
82396.0,0.002
1186.0,0.519
329759.0,0.519
457894.0,0.001
427058.0,0.819
200312.0,0.693
71373.0,0.814
29942.0,0.002
446036.0,0.001
106724.0,0.001
12063.0,0.001
122478.0,0.819
253532.0,0.001
25087.0,0.519
336674.0,0.814
20071.0,0.282
60583.0,0.006
40546.0,0.519
196546.0,0.658
232316.0,0.819
97031.0,0.658
89569.0,0.003
184166.0,0.776
425262.0,0.001
334005.0,0.001
70446.0,0.0
121444.0,0.002
250427.0,0.611
80068.0,0.776
487170.0,0.004
245411.0,0.104
436678.0,0.641
148552.0,0.0
356041.0,0.002
477821.0,0.002
73709.0,0.003
436050.0,0.002
136702.0,0.658
255718.0,0.001
284662.0,0.003
204270.0,0.658
247747.0,0.005
64898.0,0.837
50328.0,0.001
319668.0,0.843
112897.0,0.43
28096.0,0.843
155796.0,0.807
262499.0,0.001
276215.0,0.001
72272.0,0.846
79463.0,0.004
15217.0,0.819
10234.0,0.001
471187.0,0.001
377414.0,0.43
264006.0,0.001
341748.0,0.001
206470.0,0.15
69468.0,0.001
293885.0,0.837
479160.0,0.764
279946.0,0.001
309790.0,0.658
383848.0,0.776
265318.0,0.001
62248.0,0.001
500670.0,0.814
122528.0,0.001
347975.0,0.001
80477.0,0.693
366832.0,0.006
380728.0,0.843
150656.0,0.001
437160.0,0.001
67666.0,0.428
195091.0,0.001
300243.0,0.776
175953.0,0.001
426006.0,0.001
199564.0,0.002
410244.0,0.0
463410.0,0.001
116646.0,0.001
104561.0,0.001
472535.0,0.001
393727.0,0.837
304159.0,0.819
146527.0,0.815
86193.0,0.776
405651.0,0.001
283125.0,0.001
147856.0,0.001
42202.0,0.001
196886.0,0.43
197107.0,0.837
463770.0,0.815
195420.0,0.167
372087.0,0.0
294171.0,0.003
170253.0,0.776
87467.0,0.001
71616.0,0.002
262269.0,0.001
224989.0,0.001
355104.0,0.001
121013.0,0.658
149935.0,0.814
210439.0,0.814
334886.0,0.641
315731.0,0.826
300301.0,0.001
186835.0,0.001
378609.0,0.43
180655.0,0.526
34595.0,0.43
42855.0,0.001
117391.0,0.098
416232.0,0.001
247738.0,0.089
36514.0,0.098
183316.0,0.519
287555.0,0.002
174863.0,0.658
228656.0,0.001
245817.0,0.843
305438.0,0.001
90481.0,0.629
421020.0,0.814
283703.0,0.611
392194.0,0.001
136097.0,0.519
360275.0,0.001
488817.0,0.001
261498.0,0.001
297640.0,0.526
252989.0,0.611
395399.0,0.826
258389.0,0.693
153781.0,0.658
282613.0,0.629
339387.0,0.001
17060.0,0.629
61410.0,0.765
470688.0,0.001
38929.0,0.814
188639.0,0.001
185994.0,0.428
382243.0,0.001
376823.0,0.001
403621.0,0.004
190523.0,0.843
221930.0,0.001
288347.0,0.0
492299.0,0.819
25069.0,0.001
222668.0,0.611
442441.0,0.837
331744.0,0.002
240393.0,0.43
127507.0,0.001
305279.0,0.001
145991.0,0.43
185076.0,0.0
31622.0,0.773
55148.0,0.001
42168.0,0.001
36446.0,0.526
103602.0,0.001
157955.0,0.428
245954.0,0.088
384080.0,0.814
192237.0,0.781
74731.0,0.002
372250.0,0.629
267364.0,0.017
210831.0,0.001
101710.0,0.629
92728.0,0.001
61886.0,0.002
287880.0,0.004
145543.0,0.819
496833.0,0.001
368214.0,0.837
424935.0,0.002
59459.0,0.006
302728.0,0.001
188670.0,0.001
231627.0,0.519
322790.0,0.002
230337.0,0.002
82115.0,0.43
493163.0,0.001
353448.0,0.814
255117.0,0.814
282036.0,0.43
407674.0,0.843
195102.0,0.764
436182.0,0.819
238682.0,0.629
156672.0,0.001
114783.0,0.837
178416.0,0.673
277035.0,0.658
171245.0,0.005
258762.0,0.428
14534.0,0.002
205676.0,0.001
279484.0,0.0
27502.0,0.002
194734.0,0.002
402971.0,0.519
160059.0,0.001
408729.0,0.814
406842.0,0.002
283864.0,0.003
279242.0,0.536
315872.0,0.001
62470.0,0.843
55932.0,0.001
127446.0,0.837
336573.0,0.098
146146.0,0.001
140085.0,0.001
357697.0,0.002
232502.0,0.807
136991.0,0.629
367652.0,0.814
363871.0,0.001
302240.0,0.003
316571.0,0.815
204115.0,0.0
136536.0,0.002
229631.0,0.001
70473.0,0.658
228375.0,0.629
182140.0,0.641
202609.0,0.814
139527.0,0.001
94106.0,0.776
247854.0,0.001
330602.0,0.673
74780.0,0.843
11217.0,0.001
121861.0,0.001
504301.0,0.004
287881.0,0.658
268127.0,0.001
262408.0,0.837
314814.0,0.807
158921.0,0.002
353276.0,0.001
74879.0,0.0
44692.0,0.843
98692.0,0.814
209705.0,0.002
165875.0,0.814
353202.0,0.814
225696.0,0.658
51482.0,0.526
410252.0,0.826
1594.0,0.526
13215.0,0.819
290799.0,0.819
38860.0,0.43
392751.0,0.001
137478.0,0.038
471104.0,0.002
206745.0,0.282
143988.0,0.693
116559.0,0.001
171761.0,0.843
323607.0,0.814
165736.0,0.001
334202.0,0.807
126905.0,0.43
165710.0,0.807
311052.0,0.815
223130.0,0.519
403752.0,0.819
186456.0,0.005
484187.0,0.776
265025.0,0.658
282400.0,0.001
297238.0,0.629
29723.0,0.003
489687.0,0.002
264218.0,0.001
248944.0,0.629
354641.0,0.519
72760.0,0.822
149383.0,0.611
125808.0,0.04
